submission_id,RT,adj_cond,age,assignment_id,botresponse,comments,condition,context,context_picture,education,enjoyment,experiment_id,fairprice,hit_id,item,languages,picture,problems,question1,question2,response,sentence,sex,size_adj,size_target,startDate,startTime,text,trial_name,trial_number,understand,worker_id
254,,congruent,28,3ZOTGHDK5JZLD428O5Y468TUK0SSO9,Patricia,,predicative,You see a collection of plants.,images/plant_parade_small.png,graduated_college,1,6,0.60,3B286OTISE50PDRO1QF6PSMEEI0AJY,flowers,Spanish,images/daisy.png,none,That , is small.,dandelion,You say to your friend:,female,small,small,Mon Aug 05 2019 16:05:41 GMT-0400 (Eastern Daylight Time),1565035541012,This one is also in the collection.,main2,3,yes,AYFOAD75CRBKE
253,,incongruent,25,35USIKEBNS4Y8L4ZGDVOQEXXC1PN62,susan,n/a,prenominal,You see a parade of animals.,images/birds_parade_big.png,graduated_high_school,1,6,0.50,3ZFRE2BDQ922L54LUMA6XUL2Y1LXZ9,birds,English,images/swan.png,no,That's a small ,,goose,You say to your friend:,male,small,big,Mon Aug 05 2019 14:56:17 GMT-0500 (Central Daylight Time),1565034977301,This one is also in the parade.,main1,1,yes,A3822BB341LIB2
253,,incongruent,25,35USIKEBNS4Y8L4ZGDVOQEXXC1PN62,susan,n/a,prenominal,You see a parade of animals.,images/fish_parade_small.png,graduated_high_school,1,6,0.50,3ZFRE2BDQ922L54LUMA6XUL2Y1LXZ9,fish,English,images/goldfish.png,no,That's a big ,,fish,You say to your friend:,male,big,small,Mon Aug 05 2019 14:56:17 GMT-0500 (Central Daylight Time),1565034977301,This one is also in the parade.,main1,2,yes,A3822BB341LIB2
253,,incongruent,25,35USIKEBNS4Y8L4ZGDVOQEXXC1PN62,susan,n/a,prenominal,You see a parade of animals.,images/primates_parade_small.png,graduated_high_school,1,6,0.50,3ZFRE2BDQ922L54LUMA6XUL2Y1LXZ9,primates,English,images/spider-monkey.png,no,That's a big ,,monkey,You say to your friend:,male,big,small,Mon Aug 05 2019 14:56:17 GMT-0500 (Central Daylight Time),1565034977301,This one is also in the parade.,main1,3,yes,A3822BB341LIB2
253,,incongruent,25,35USIKEBNS4Y8L4ZGDVOQEXXC1PN62,susan,n/a,prenominal,You see a parade of animals.,images/animal_parade_small.png,graduated_high_school,1,6,0.50,3ZFRE2BDQ922L54LUMA6XUL2Y1LXZ9,dogs,English,images/chihuahua.png,no,That's a big ,,dog,You say to your friend:,male,big,small,Mon Aug 05 2019 14:56:17 GMT-0500 (Central Daylight Time),1565034977301,This one is also in the parade.,main2,1,yes,A3822BB341LIB2
253,,incongruent,25,35USIKEBNS4Y8L4ZGDVOQEXXC1PN62,susan,n/a,prenominal,You see the following items in a landscape.,images/landscape_big.png,graduated_high_school,1,6,0.50,3ZFRE2BDQ922L54LUMA6XUL2Y1LXZ9,trees,English,images/redwood.png,no,That's a small ,,tree,You say to your friend:,male,small,big,Mon Aug 05 2019 14:56:17 GMT-0500 (Central Daylight Time),1565034977301,This one is also in the landscape.,main2,2,yes,A3822BB341LIB2
253,,incongruent,25,35USIKEBNS4Y8L4ZGDVOQEXXC1PN62,susan,n/a,prenominal,You see a collection of plants.,images/plant_parade_big.png,graduated_high_school,1,6,0.50,3ZFRE2BDQ922L54LUMA6XUL2Y1LXZ9,flowers,English,images/sunflower.png,no,That's a small ,,flower,You say to your friend:,male,small,big,Mon Aug 05 2019 14:56:17 GMT-0500 (Central Daylight Time),1565034977301,This one is also in the collection.,main2,3,yes,A3822BB341LIB2
252,,congruent,33,31UV0MXWNR0ABGTUEE8RT0NGU7I5IM,margaret,,predicative,You see a parade of animals.,images/fish_parade_small.png,some_college,1,6,1.00,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,fish,English,images/goldfish.png,,That , is small.,goldfish,You say to your friend:,male,small,small,Mon Aug 05 2019 12:54:25 GMT-0700 (Pacific Daylight Time),1565034865884,This one is also in the parade.,main1,1,yes,A3KK1BNF5H0N1Z
252,,congruent,33,31UV0MXWNR0ABGTUEE8RT0NGU7I5IM,margaret,,predicative,You see a parade of animals.,images/primates_parade_big.png,some_college,1,6,1.00,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,primates,English,images/gorilla.png,,That , is big.,Gorilla,You say to your friend:,male,big,big,Mon Aug 05 2019 12:54:25 GMT-0700 (Pacific Daylight Time),1565034865884,This one is also in the parade.,main1,2,yes,A3KK1BNF5H0N1Z
252,,congruent,33,31UV0MXWNR0ABGTUEE8RT0NGU7I5IM,margaret,,predicative,You see the following items in a landscape.,images/landscape_big.png,some_college,1,6,1.00,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,trees,English,images/redwood.png,,That , is big.,tree,You say to your friend:,male,big,big,Mon Aug 05 2019 12:54:25 GMT-0700 (Pacific Daylight Time),1565034865884,This one is also in the landscape.,main1,3,yes,A3KK1BNF5H0N1Z
252,,congruent,33,31UV0MXWNR0ABGTUEE8RT0NGU7I5IM,margaret,,predicative,You see a collection of plants.,images/plant_parade_small.png,some_college,1,6,1.00,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,flowers,English,images/daisy.png,,That , is small.,Leaf,You say to your friend:,male,small,small,Mon Aug 05 2019 12:54:25 GMT-0700 (Pacific Daylight Time),1565034865884,This one is also in the collection.,main2,1,yes,A3KK1BNF5H0N1Z
252,,congruent,33,31UV0MXWNR0ABGTUEE8RT0NGU7I5IM,margaret,,predicative,You see a parade of animals.,images/birds_parade_small.png,some_college,1,6,1.00,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,birds,English,images/hummingbird.png,,That , is small.,Hummingbird,You say to your friend:,male,small,small,Mon Aug 05 2019 12:54:25 GMT-0700 (Pacific Daylight Time),1565034865884,This one is also in the parade.,main2,2,yes,A3KK1BNF5H0N1Z
252,,congruent,33,31UV0MXWNR0ABGTUEE8RT0NGU7I5IM,margaret,,predicative,You see a parade of animals.,images/animal_parade_big.png,some_college,1,6,1.00,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,dogs,English,images/great-dane.png,,That , is big.,dog,You say to your friend:,male,big,big,Mon Aug 05 2019 12:54:25 GMT-0700 (Pacific Daylight Time),1565034865884,This one is also in the parade.,main2,3,yes,A3KK1BNF5H0N1Z
251,,congruent,22,3OLF68YTNAPN7V3L82TNYEQA6TRAF6,Margaret,,predicative,You see a collection of plants.,images/plant_parade_small.png,graduated_college,1,6,.50,335HHSX8CDT2WEZAX03N3GE5MTTDHY,flowers,english,images/daisy.png,,That , is small.,plant,You say to your friend:,male,small,small,Mon Aug 05 2019 15:54:16 GMT-0400 (Eastern Daylight Time),1565034856944,This one is also in the collection.,main1,1,confused,A3J85WP15JFYW0
251,,congruent,22,3OLF68YTNAPN7V3L82TNYEQA6TRAF6,Margaret,,predicative,You see the following items in a landscape.,images/landscape_big.png,graduated_college,1,6,.50,335HHSX8CDT2WEZAX03N3GE5MTTDHY,trees,english,images/redwood.png,,That , is big.,tree,You say to your friend:,male,big,big,Mon Aug 05 2019 15:54:16 GMT-0400 (Eastern Daylight Time),1565034856944,This one is also in the landscape.,main1,2,confused,A3J85WP15JFYW0
251,,congruent,22,3OLF68YTNAPN7V3L82TNYEQA6TRAF6,Margaret,,predicative,You see a parade of animals.,images/animal_parade_small.png,graduated_college,1,6,.50,335HHSX8CDT2WEZAX03N3GE5MTTDHY,dogs,english,images/chihuahua.png,,That , is small.,animal,You say to your friend:,male,small,small,Mon Aug 05 2019 15:54:16 GMT-0400 (Eastern Daylight Time),1565034856944,This one is also in the parade.,main1,3,confused,A3J85WP15JFYW0
251,,congruent,22,3OLF68YTNAPN7V3L82TNYEQA6TRAF6,Margaret,,predicative,You see a parade of animals.,images/fish_parade_small.png,graduated_college,1,6,.50,335HHSX8CDT2WEZAX03N3GE5MTTDHY,fish,english,images/goldfish.png,,That , is small.,fish,You say to your friend:,male,small,small,Mon Aug 05 2019 15:54:16 GMT-0400 (Eastern Daylight Time),1565034856944,This one is also in the parade.,main2,1,confused,A3J85WP15JFYW0
251,,congruent,22,3OLF68YTNAPN7V3L82TNYEQA6TRAF6,Margaret,,predicative,You see a parade of animals.,images/primates_parade_big.png,graduated_college,1,6,.50,335HHSX8CDT2WEZAX03N3GE5MTTDHY,primates,english,images/gorilla.png,,That , is big.,animal,You say to your friend:,male,big,big,Mon Aug 05 2019 15:54:16 GMT-0400 (Eastern Daylight Time),1565034856944,This one is also in the parade.,main2,2,confused,A3J85WP15JFYW0
251,,congruent,22,3OLF68YTNAPN7V3L82TNYEQA6TRAF6,Margaret,,predicative,You see a parade of animals.,images/birds_parade_big.png,graduated_college,1,6,.50,335HHSX8CDT2WEZAX03N3GE5MTTDHY,birds,english,images/swan.png,,That , is big.,bird,You say to your friend:,male,big,big,Mon Aug 05 2019 15:54:16 GMT-0400 (Eastern Daylight Time),1565034856944,This one is also in the parade.,main2,3,confused,A3J85WP15JFYW0
250,,congruent,61,3W2LOLRXLC3QMYHGBO669H7PETYKRS,Jessica ,,predicative,You see the following items in a landscape.,images/landscape_small.png,some_college,2,6,.50,3WA2XVDZEM5RRVTTXCN3C770DRE6EJ,trees,English,images/bonsai.png,no,That , is small.,tree,You say to your friend:,female,small,small,Mon Aug 05 2019 12:50:38 GMT-0700 (Pacific Daylight Time),1565034638730,This one is also in the landscape.,main1,1,yes,A20NITCOBY4775
250,,congruent,61,3W2LOLRXLC3QMYHGBO669H7PETYKRS,Jessica ,,predicative,You see a parade of animals.,images/primates_parade_big.png,some_college,2,6,.50,3WA2XVDZEM5RRVTTXCN3C770DRE6EJ,primates,English,images/gorilla.png,no,That , is big.,gorilla,You say to your friend:,female,big,big,Mon Aug 05 2019 12:50:38 GMT-0700 (Pacific Daylight Time),1565034638730,This one is also in the parade.,main1,2,yes,A20NITCOBY4775
250,,congruent,61,3W2LOLRXLC3QMYHGBO669H7PETYKRS,Jessica ,,predicative,You see a parade of animals.,images/birds_parade_big.png,some_college,2,6,.50,3WA2XVDZEM5RRVTTXCN3C770DRE6EJ,birds,English,images/swan.png,no,That , is big.,swan,You say to your friend:,female,big,big,Mon Aug 05 2019 12:50:38 GMT-0700 (Pacific Daylight Time),1565034638730,This one is also in the parade.,main1,3,yes,A20NITCOBY4775
250,,congruent,61,3W2LOLRXLC3QMYHGBO669H7PETYKRS,Jessica ,,predicative,You see a parade of animals.,images/animal_parade_small.png,some_college,2,6,.50,3WA2XVDZEM5RRVTTXCN3C770DRE6EJ,dogs,English,images/chihuahua.png,no,That , is small.,dog,You say to your friend:,female,small,small,Mon Aug 05 2019 12:50:38 GMT-0700 (Pacific Daylight Time),1565034638730,This one is also in the parade.,main2,1,yes,A20NITCOBY4775
250,,congruent,61,3W2LOLRXLC3QMYHGBO669H7PETYKRS,Jessica ,,predicative,You see a parade of animals.,images/fish_parade_small.png,some_college,2,6,.50,3WA2XVDZEM5RRVTTXCN3C770DRE6EJ,fish,English,images/goldfish.png,no,That , is small.,fish,You say to your friend:,female,small,small,Mon Aug 05 2019 12:50:38 GMT-0700 (Pacific Daylight Time),1565034638730,This one is also in the parade.,main2,2,yes,A20NITCOBY4775
250,,congruent,61,3W2LOLRXLC3QMYHGBO669H7PETYKRS,Jessica ,,predicative,You see a collection of plants.,images/plant_parade_big.png,some_college,2,6,.50,3WA2XVDZEM5RRVTTXCN3C770DRE6EJ,flowers,English,images/sunflower.png,no,That , is big.,sunflower,You say to your friend:,female,big,big,Mon Aug 05 2019 12:50:38 GMT-0700 (Pacific Daylight Time),1565034638730,This one is also in the collection.,main2,3,yes,A20NITCOBY4775
249,,incongruent,34,374TNBHA8CJLU2RX2OIXDZCVGMWYQR,sarah,,predicative,You see a parade of animals.,images/animal_parade_small.png,graduated_college,1,6,.50,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,dogs,english,images/chihuahua.png,Pictures didn't load the first time.,That , is big.,horse,You say to your friend:,female,big,small,Mon Aug 05 2019 14:51:09 GMT-0500 (Central Daylight Time),1565034669867,This one is also in the parade.,main1,1,confused,A3D2GO0IFRFN6R
249,,incongruent,34,374TNBHA8CJLU2RX2OIXDZCVGMWYQR,sarah,,predicative,You see the following items in a landscape.,images/landscape_big.png,graduated_college,1,6,.50,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,trees,english,images/redwood.png,Pictures didn't load the first time.,That , is small.,house,You say to your friend:,female,small,big,Mon Aug 05 2019 14:51:09 GMT-0500 (Central Daylight Time),1565034669867,This one is also in the landscape.,main1,2,confused,A3D2GO0IFRFN6R
249,,incongruent,34,374TNBHA8CJLU2RX2OIXDZCVGMWYQR,sarah,,predicative,You see a parade of animals.,images/fish_parade_small.png,graduated_college,1,6,.50,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,fish,english,images/goldfish.png,Pictures didn't load the first time.,That , is big.,shark,You say to your friend:,female,big,small,Mon Aug 05 2019 14:51:09 GMT-0500 (Central Daylight Time),1565034669867,This one is also in the parade.,main1,3,confused,A3D2GO0IFRFN6R
249,,incongruent,34,374TNBHA8CJLU2RX2OIXDZCVGMWYQR,sarah,,predicative,You see a parade of animals.,images/primates_parade_big.png,graduated_college,1,6,.50,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,primates,english,images/gorilla.png,Pictures didn't load the first time.,That , is small.,koala,You say to your friend:,female,small,big,Mon Aug 05 2019 14:51:09 GMT-0500 (Central Daylight Time),1565034669867,This one is also in the parade.,main2,1,confused,A3D2GO0IFRFN6R
249,,incongruent,34,374TNBHA8CJLU2RX2OIXDZCVGMWYQR,sarah,,predicative,You see a collection of plants.,images/plant_parade_small.png,graduated_college,1,6,.50,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,flowers,english,images/daisy.png,Pictures didn't load the first time.,That , is big.,tree,You say to your friend:,female,big,small,Mon Aug 05 2019 14:51:09 GMT-0500 (Central Daylight Time),1565034669867,This one is also in the collection.,main2,2,confused,A3D2GO0IFRFN6R
249,,incongruent,34,374TNBHA8CJLU2RX2OIXDZCVGMWYQR,sarah,,predicative,You see a parade of animals.,images/birds_parade_big.png,graduated_college,1,6,.50,3E6L1VR4XWAJX9TPSN79UPS0PST6F1,birds,english,images/swan.png,Pictures didn't load the first time.,That , is small.,butterfly,You say to your friend:,female,small,big,Mon Aug 05 2019 14:51:09 GMT-0500 (Central Daylight Time),1565034669867,This one is also in the parade.,main2,3,confused,A3D2GO0IFRFN6R
248,,congruent,58,3IUZPWIU1PVVUUY2AIGCWGF668CKWU,margaret,It was interesting.,predicative,You see a parade of animals.,images/birds_parade_small.png,graduated_college,1,6,0.50,3P7RGTLO6E1V0XX6JBFIQ7MRT70AKX,birds,English,images/hummingbird.png,No I didn't have any problems.,That , is small.,bird,You say to your friend:,female,small,small,Mon Aug 05 2019 12:48:16 GMT-0700 (Pacific Daylight Time),1565034496309,This one is also in the parade.,main1,1,yes,A38N2MBXP7IOPS
248,,congruent,58,3IUZPWIU1PVVUUY2AIGCWGF668CKWU,margaret,It was interesting.,predicative,You see a parade of animals.,images/primates_parade_big.png,graduated_college,1,6,0.50,3P7RGTLO6E1V0XX6JBFIQ7MRT70AKX,primates,English,images/gorilla.png,No I didn't have any problems.,That , is big.,gorilla,You say to your friend:,female,big,big,Mon Aug 05 2019 12:48:16 GMT-0700 (Pacific Daylight Time),1565034496309,This one is also in the parade.,main1,2,yes,A38N2MBXP7IOPS
248,,congruent,58,3IUZPWIU1PVVUUY2AIGCWGF668CKWU,margaret,It was interesting.,predicative,You see the following items in a landscape.,images/landscape_small.png,graduated_college,1,6,0.50,3P7RGTLO6E1V0XX6JBFIQ7MRT70AKX,trees,English,images/bonsai.png,No I didn't have any problems.,That , is small.,plant,You say to your friend:,female,small,small,Mon Aug 05 2019 12:48:16 GMT-0700 (Pacific Daylight Time),1565034496309,This one is also in the landscape.,main1,3,yes,A38N2MBXP7IOPS
248,,congruent,58,3IUZPWIU1PVVUUY2AIGCWGF668CKWU,margaret,It was interesting.,predicative,You see a parade of animals.,images/fish_parade_big.png,graduated_college,1,6,0.50,3P7RGTLO6E1V0XX6JBFIQ7MRT70AKX,fish,English,images/swordfish.png,No I didn't have any problems.,That , is big.,fish,You say to your friend:,female,big,big,Mon Aug 05 2019 12:48:16 GMT-0700 (Pacific Daylight Time),1565034496309,This one is also in the parade.,main2,1,yes,A38N2MBXP7IOPS
248,,congruent,58,3IUZPWIU1PVVUUY2AIGCWGF668CKWU,margaret,It was interesting.,predicative,You see a collection of plants.,images/plant_parade_big.png,graduated_college,1,6,0.50,3P7RGTLO6E1V0XX6JBFIQ7MRT70AKX,flowers,English,images/sunflower.png,No I didn't have any problems.,That , is big.,flower,You say to your friend:,female,big,big,Mon Aug 05 2019 12:48:16 GMT-0700 (Pacific Daylight Time),1565034496309,This one is also in the collection.,main2,2,yes,A38N2MBXP7IOPS
248,,congruent,58,3IUZPWIU1PVVUUY2AIGCWGF668CKWU,margaret,It was interesting.,predicative,You see a parade of animals.,images/animal_parade_small.png,graduated_college,1,6,0.50,3P7RGTLO6E1V0XX6JBFIQ7MRT70AKX,dogs,English,images/chihuahua.png,No I didn't have any problems.,That , is small.,dog,You say to your friend:,female,small,small,Mon Aug 05 2019 12:48:16 GMT-0700 (Pacific Daylight Time),1565034496309,This one is also in the parade.,main2,3,yes,A38N2MBXP7IOPS
247,,congruent,19,3SBEHTYCWOR8D43EPGDO4XL9PCFYIO,sarah,,prenominal,You see a parade of animals.,images/fish_parade_small.png,some_college,1,6,.5,3B286OTISE50PDRO1QF6PSMEEI0AJY,fish,English,images/goldfish.png,,That's a small ,,scaly fish,You say to your friend:,male,small,small,Mon Aug 05 2019 15:47:39 GMT-0400 (Eastern Daylight Time),1565034459779,This one is also in the parade.,main1,1,yes,A1PP1FS377QA79
247,,congruent,19,3SBEHTYCWOR8D43EPGDO4XL9PCFYIO,sarah,,prenominal,You see a collection of plants.,images/plant_parade_big.png,some_college,1,6,.5,3B286OTISE50PDRO1QF6PSMEEI0AJY,flowers,English,images/sunflower.png,,That's a big ,,sunflower,You say to your friend:,male,big,big,Mon Aug 05 2019 15:47:39 GMT-0400 (Eastern Daylight Time),1565034459779,This one is also in the collection.,main1,2,yes,A1PP1FS377QA79
247,,congruent,19,3SBEHTYCWOR8D43EPGDO4XL9PCFYIO,sarah,,prenominal,You see a parade of animals.,images/birds_parade_big.png,some_college,1,6,.5,3B286OTISE50PDRO1QF6PSMEEI0AJY,birds,English,images/swan.png,,That's a big ,,duck,You say to your friend:,male,big,big,Mon Aug 05 2019 15:47:39 GMT-0400 (Eastern Daylight Time),1565034459779,This one is also in the parade.,main1,3,yes,A1PP1FS377QA79
247,,congruent,19,3SBEHTYCWOR8D43EPGDO4XL9PCFYIO,sarah,,prenominal,You see the following items in a landscape.,images/landscape_big.png,some_college,1,6,.5,3B286OTISE50PDRO1QF6PSMEEI0AJY,trees,English,images/redwood.png,,That's a big ,,tree,You say to your friend:,male,big,big,Mon Aug 05 2019 15:47:39 GMT-0400 (Eastern Daylight Time),1565034459779,This one is also in the landscape.,main2,1,yes,A1PP1FS377QA79
247,,congruent,19,3SBEHTYCWOR8D43EPGDO4XL9PCFYIO,sarah,,prenominal,You see a parade of animals.,images/primates_parade_small.png,some_college,1,6,.5,3B286OTISE50PDRO1QF6PSMEEI0AJY,primates,English,images/spider-monkey.png,,That's a small ,,monkey,You say to your friend:,male,small,small,Mon Aug 05 2019 15:47:39 GMT-0400 (Eastern Daylight Time),1565034459779,This one is also in the parade.,main2,2,yes,A1PP1FS377QA79
247,,congruent,19,3SBEHTYCWOR8D43EPGDO4XL9PCFYIO,sarah,,prenominal,You see a parade of animals.,images/animal_parade_small.png,some_college,1,6,.5,3B286OTISE50PDRO1QF6PSMEEI0AJY,dogs,English,images/chihuahua.png,,That's a small ,,dog,You say to your friend:,male,small,small,Mon Aug 05 2019 15:47:39 GMT-0400 (Eastern Daylight Time),1565034459779,This one is also in the parade.,main2,3,yes,A1PP1FS377QA79
246,,congruent,30,3FK0YFF9P04WVGS9JCPNCN79FXEVVE,jessica,,predicative,You see the following items in a landscape.,images/landscape_small.png,graduated_college,2,6,.50,3MGHRFQY2LDUJPO5VOJGA9PPI0WY0O,trees,English,images/bonsai.png,,That , is small.,tree,You say to your friend:,female,small,small,Mon Aug 05 2019 14:48:17 GMT-0500 (Central Daylight Time),1565034497323,This one is also in the landscape.,main1,1,yes,A1IMO5XR05U7S5
246,,congruent,30,3FK0YFF9P04WVGS9JCPNCN79FXEVVE,jessica,,predicative,You see a collection of plants.,images/plant_parade_big.png,graduated_college,2,6,.50,3MGHRFQY2LDUJPO5VOJGA9PPI0WY0O,flowers,English,images/sunflower.png,,That , is big.,sunflower,You say to your friend:,female,big,big,Mon Aug 05 2019 14:48:17 GMT-0500 (Central Daylight Time),1565034497323,This one is also in the collection.,main1,2,yes,A1IMO5XR05U7S5
246,,congruent,30,3FK0YFF9P04WVGS9JCPNCN79FXEVVE,jessica,,predicative,You see a parade of animals.,images/birds_parade_small.png,graduated_college,2,6,.50,3MGHRFQY2LDUJPO5VOJGA9PPI0WY0O,birds,English,images/hummingbird.png,,That , is small.,hummingbird,You say to your friend:,female,small,small,Mon Aug 05 2019 14:48:17 GMT-0500 (Central Daylight Time),1565034497323,This one is also in the parade.,main1,3,yes,A1IMO5XR05U7S5
246,,congruent,30,3FK0YFF9P04WVGS9JCPNCN79FXEVVE,jessica,,predicative,You see a parade of animals.,images/animal_parade_big.png,graduated_college,2,6,.50,3MGHRFQY2LDUJPO5VOJGA9PPI0WY0O,dogs,English,images/great-dane.png,,That , is big.,dog,You say to your friend:,female,big,big,Mon Aug 05 2019 14:48:17 GMT-0500 (Central Daylight Time),1565034497323,This one is also in the parade.,main2,1,yes,A1IMO5XR05U7S5
246,,congruent,30,3FK0YFF9P04WVGS9JCPNCN79FXEVVE,jessica,,predicative,You see a parade of animals.,images/fish_parade_small.png,graduated_college,2,6,.50,3MGHRFQY2LDUJPO5VOJGA9PPI0WY0O,fish,English,images/goldfish.png,,That , is small.,fish,You say to your friend:,female,small,small,Mon Aug 05 2019 14:48:17 GMT-0500 (Central Daylight Time),1565034497323,This one is also in the parade.,main2,2,yes,A1IMO5XR05U7S5
